Geneid	Chr	Start	End	Strand	Length
ENSG00000096080	chr6	43639040	43639643	-	1284
ENSG00000218107	chr6	43673686	43674488	-	803
ENSG00000236961	chr6	43690523	43690696	-	348
ENSG00000112715	chr6	43737921	43739049	+	14431
ENSG00000272114	chr6	43738166	43738353	-	188
ENSG00000223469	chr6	43819494	43819623	-	394
ENSG00000237686	chr6	43963460	43965045	-	2296
ENSG00000181577	chr6	43968317	43968880	+	3917
ENSG00000265518	chr6	43980738	43980838	+	101
ENSG00000231881	chr6	44041650	44042535	+	1608
ENSG00000183239	chr6	44056979	44057433	-	455
ENSG00000180992	chr6	44081194	44081946	-	956
ENSG00000137216	chr6	44094651	44094809	+	4425
ENSG00000137225	chr6	44126548	44126601	+	3561
ENSG00000262179	chr6	44184676	44184731	+	843
ENSG00000112759	chr6	44187242	44187519	+	3433
ENSG00000096384	chr6	44214824	44214932	+	2796
ENSG00000157593	chr6	44221833	44223381	-	2053
ENSG00000265700	chr6	44221943	44222022	-	80
ENSG00000146232	chr6	44225903	44227021	-	2556
ENSG00000178233	chr6	44238203	44238614	+	5459
ENSG00000272442	chr6	44240931	44241243	+	3513
ENSG00000146221	chr6	44246480	44248127	-	3100
ENSG00000124608	chr6	44267391	44269003	-	4298
ENSG00000249481	chr6	44310397	44310971	+	1569
ENSG00000096401	chr6	44355262	44355605	+	6423
ENSG00000267849	chr6	44400472	44400720	-	249
ENSG00000266619	chr6	44403378	44403459	+	82
ENSG00000237530	chr6	44492996	44493137	+	473
ENSG00000196284	chr6	44777054	44777238	-	3194
ENSG00000270900	chr6	44866448	44867032	+	585
ENSG00000219384	chr6	45126607	45127248	+	642
ENSG00000207769	chr6	45165411	45165507	-	97
ENSG00000124813	chr6	45295894	45296521	+	8191
ENSG00000271857	chr6	45388816	45389742	-	927
ENSG00000261080	chr6	45541083	45541851	-	1513
ENSG00000252738	chr6	45613841	45613912	+	72
ENSG00000112782	chr6	45868045	45868258	-	5961
ENSG00000212468	chr6	45986482	45986588	+	107
ENSG00000231769	chr6	46064830	46065083	-	739
ENSG00000001561	chr6	46097730	46097926	+	4651
ENSG00000112796	chr6	46126924	46129490	-	4264
ENSG00000229349	chr6	46172466	46175123	+	2658
ENSG00000172348	chr6	46188475	46191038	-	3706
ENSG00000226541	chr6	46406047	46406356	+	310
ENSG00000236466	chr6	46459789	46459864	+	622
ENSG00000146233	chr6	46517541	46518174	-	2843
ENSG00000153291	chr6	46620678	46621035	+	3366
ENSG00000242973	chr6	46638181	46638322	-	575
ENSG00000180113	chr6	46655612	46661911	+	9041
ENSG00000146070	chr6	46671938	46672433	-	2965
ENSG00000230062	chr6	46714654	46714727	+	3692
ENSG00000236164	chr6	46726033	46726577	-	761
ENSG00000112818	chr6	46761127	46761204	+	2892
ENSG00000069122	chr6	46820249	46821808	-	6717
ENSG00000225730	chr6	46871208	46871315	+	781
ENSG00000153292	chr6	46965440	46968032	-	12401
ENSG00000146072	chr6	47199268	47200730	-	3595
ENSG00000271328	chr6	47336679	47336966	+	288
ENSG00000266330	chr6	47430587	47430652	-	66
ENSG00000270761	chr6	47444979	47445308	-	330
ENSG00000198087	chr6	47445525	47445984	+	6751
ENSG00000199762	chr6	47456803	47456906	+	104
ENSG00000216813	chr6	47530358	47530754	+	397
ENSG00000164393	chr6	47624172	47624420	+	6395
ENSG00000153294	chr6	47653600	47653751	+	3391
ENSG00000252711	chr6	47683019	47683337	+	319
ENSG00000226594	chr6	47697563	47697681	-	197
ENSG00000216616	chr6	47720564	47720976	-	413
ENSG00000124818	chr6	47749718	47749932	+	5078
ENSG00000200340	chr6	47791126	47791286	+	161
ENSG00000244694	chr6	47845764	47847672	-	5177
ENSG00000226068	chr6	48116939	48117741	-	803
ENSG00000216835	chr6	48181340	48182530	-	1191
ENSG00000221175	chr6	48817560	48817639	+	80
ENSG00000271162	chr6	48919707	48920418	-	712
ENSG00000218337	chr6	49045349	49045688	-	340
ENSG00000217631	chr6	49241241	49241435	+	195
ENSG00000252457	chr6	49312460	49312521	-	62
ENSG00000219374	chr6	49325859	49326628	-	1330
ENSG00000146085	chr6	49398073	49399569	-	3749
ENSG00000031691	chr6	49431091	49431166	+	1733
ENSG00000203972	chr6	49467671	49467755	+	1124
ENSG00000197261	chr6	49518113	49519812	+	3186
ENSG00000216998	chr6	49533637	49533851	-	1173
ENSG00000112077	chr6	49572871	49573543	-	1912
ENSG00000124490	chr6	49660073	49660613	-	1382
ENSG00000096006	chr6	49695097	49696570	-	2247
ENSG00000170950	chr6	49753366	49755053	-	1688
ENSG00000235122	chr6	49785143	49785204	+	377
ENSG00000226707	chr6	49791425	49791543	-	400
ENSG00000124812	chr6	49801970	49803156	-	2000
ENSG00000214643	chr6	49913814	49913939	-	186
ENSG00000177684	chr6	49927962	49928159	-	253
ENSG00000214642	chr6	49936390	49936580	-	249
ENSG00000203970	chr6	49976851	49976984	-	518
ENSG00000180872	chr6	50011288	50011514	-	342
ENSG00000226733	chr6	50061424	50061544	+	692
ENSG00000233470	chr6	50481748	50481910	+	285
ENSG00000230472	chr6	50555320	50555398	-	826
ENSG00000008197	chr6	50681541	50681807	+	1856
ENSG00000008196	chr6	50786436	50786685	+	6149
ENSG00000060303	chr6	50824968	50825375	-	408
ENSG00000216913	chr6	50865328	50865938	-	611
ENSG00000230204	chr6	50880425	50880969	-	545
ENSG00000270306	chr6	51250080	51250647	-	568
ENSG00000232702	chr6	51274879	51275335	-	457
ENSG00000212532	chr6	51329488	51329563	+	76
ENSG00000214641	chr6	51401953	51402341	-	389
ENSG00000228689	chr6	51464521	51465249	+	1432
ENSG00000170927	chr6	51480098	51484318	-	17454
ENSG00000240641	chr6	51840458	51840755	+	298
ENSG00000264206	chr6	51926413	51926504	-	92
ENSG00000207604	chr6	52009147	52009232	+	86
ENSG00000225613	chr6	52011612	52011735	-	462
ENSG00000199080	chr6	52013721	52013839	+	119
ENSG00000112115	chr6	52051185	52051256	+	1859
ENSG00000112116	chr6	52101479	52101966	-	1067
ENSG00000218363	chr6	52111258	52112160	+	903
ENSG00000112118	chr6	52128807	52129584	-	3650
ENSG00000170915	chr6	52226219	52226412	+	5057
ENSG00000096093	chr6	52285106	52285271	+	7510
ENSG00000065308	chr6	52362200	52368068	-	6908
ENSG00000225791	chr6	52442105	52443191	+	2538
ENSG00000270382	chr6	52522171	52522449	+	279
ENSG00000216775	chr6	52529946	52530217	+	3039
ENSG00000096092	chr6	52535907	52536043	+	992
ENSG00000220377	chr6	52552728	52552862	-	637
ENSG00000271227	chr6	52553459	52553796	+	338
ENSG00000237674	chr6	52604388	52604509	-	448
ENSG00000244067	chr6	52614897	52615497	-	1303
ENSG00000217228	chr6	52630078	52630180	-	508
ENSG00000243955	chr6	52656462	52656778	-	1019
ENSG00000223622	chr6	52670411	52670533	-	577
ENSG00000182793	chr6	52696453	52696768	-	932
ENSG00000230375	chr6	52712708	52712830	-	669
ENSG00000230845	chr6	52737812	52737934	-	576
ENSG00000174156	chr6	52761437	52761726	-	902
ENSG00000243236	chr6	52804524	52804814	-	889
ENSG00000170899	chr6	52842751	52843390	-	2170
ENSG00000252106	chr6	52843956	52844053	-	98
ENSG00000202198	chr6	52860418	52860748	+	331
ENSG00000112144	chr6	52866077	52870101	-	6259
ENSG00000112146	chr6	52916789	52916831	+	8164
ENSG00000242865	chr6	52955759	52956056	+	298
ENSG00000261745	chr6	52990445	52990944	-	500
ENSG00000137270	chr6	52991762	52993744	-	2765
ENSG00000251930	chr6	53012606	53012727	-	122
ENSG00000253026	chr6	53018593	53018696	-	104
ENSG00000219074	chr6	53061518	53061957	-	440
ENSG00000218713	chr6	53071396	53073495	-	2100
ENSG00000206908	chr6	53084059	53084222	+	164
ENSG00000219163	chr6	53100419	53101095	-	677
ENSG00000012660	chr6	53132196	53134068	-	4223
ENSG00000264056	chr6	53141791	53141869	+	79
ENSG00000217527	chr6	53201741	53202144	-	404
ENSG00000271367	chr6	53214956	53215503	+	548
ENSG00000219863	chr6	53219486	53219863	+	378
ENSG00000218049	chr6	53233468	53233807	+	340
ENSG00000218261	chr6	53243301	53243659	+	359
ENSG00000271338	chr6	53246317	53247001	+	685
ENSG00000253010	chr6	53280092	53280405	-	314
ENSG00000271373	chr6	53283250	53283535	-	286
ENSG00000212065	chr6	53321245	53321330	-	86
ENSG00000001084	chr6	53362139	53363765	-	8463
ENSG00000249379	chr6	53367983	53368126	+	547
ENSG00000231683	chr6	53426087	53429218	-	3994
ENSG00000235899	chr6	53493178	53493244	+	566
ENSG00000124743	chr6	53512699	53517128	-	5743
ENSG00000227885	chr6	53605547	53606136	-	850
ENSG00000228614	chr6	53655673	53655986	-	483
ENSG00000137269	chr6	53659295	53659414	+	4897
ENSG00000271218	chr6	53783772	53783984	-	456
ENSG00000146147	chr6	53794780	53795075	+	7293
ENSG00000236740	chr6	53794820	53795075	+	3227
ENSG00000236996	chr6	53863688	53863857	+	643
ENSG00000218143	chr6	53881277	53881575	-	299
ENSG00000235050	chr6	53893975	53894249	-	3041
ENSG00000137251	chr6	54172657	54172897	+	2155
ENSG00000228231	chr6	54230133	54230317	-	420
ENSG00000213335	chr6	54349967	54350648	-	682
ENSG00000216347	chr6	54467285	54467948	-	664
ENSG00000220773	chr6	54489403	54490286	+	884
ENSG00000220635	chr6	54635381	54635932	+	552
ENSG00000251946	chr6	54651185	54651290	+	106
ENSG00000224984	chr6	54704916	54705286	-	586
ENSG00000168143	chr6	54711569	54711624	+	3167
ENSG00000261116	chr6	54807965	54809897	+	1933
ENSG00000137252	chr6	55039050	55039608	+	1837
ENSG00000187871	chr6	55192267	55192374	+	1911
ENSG00000146151	chr6	55299167	55300561	-	4800
ENSG00000220725	chr6	55545440	55545819	-	380
ENSG00000112175	chr6	55618443	55620480	-	3952
ENSG00000214604	chr6	55804588	55805422	-	835
ENSG00000124749	chr6	55921388	55922642	-	7081
ENSG00000219095	chr6	56141327	56141594	-	268
ENSG00000227602	chr6	56196586	56196915	-	330
ENSG00000220666	chr6	56296748	56298011	-	1264
ENSG00000266793	chr6	56297177	56297240	-	64
ENSG00000151914	chr6	56322785	56324065	-	41453
ENSG00000231441	chr6	56708800	56708864	+	551
ENSG00000216854	chr6	56735989	56736541	+	553
ENSG00000200224	chr6	56810528	56810635	+	108
ENSG00000151917	chr6	56819773	56820258	+	5739
ENSG00000219790	chr6	56840404	56840860	-	457
ENSG00000218980	chr6	56869318	56869597	+	280
ENSG00000168116	chr6	56911347	56911719	+	3078
ENSG00000112200	chr6	56951642	56951706	+	16416
ENSG00000226803	chr6	56979692	56980056	-	4918
ENSG00000112208	chr6	57037124	57037608	+	6870
ENSG00000112210	chr6	57053607	57055398	-	3075
ENSG00000146143	chr6	57179603	57179718	+	4665
ENSG00000212017	chr6	57254930	57255010	+	81
ENSG00000266579	chr6	57358736	57358845	+	345
ENSG00000214566	chr6	57686969	57687949	-	981
ENSG00000231273	chr6	57690895	57690956	+	315
ENSG00000262828	chr6	57793932	57794280	-	349
ENSG00000215307	chr6	57841107	57842388	-	1282
ENSG00000270213	chr6	58028201	58028363	-	163
ENSG00000272541	chr6	58182169	58182746	-	578
ENSG00000271761	chr6	58228887	58229426	-	540
ENSG00000272316	chr6	58234838	58240189	-	5352
ENSG00000239650	chr6	58246051	58246197	-	683
ENSG00000218189	chr6	58263736	58265293	+	1558
ENSG00000215190	chr6	58272352	58273455	-	2969
ENSG00000225096	chr6	58291908	58292021	+	301
ENSG00000214563	chr6	58293965	58294939	-	975
ENSG00000216687	chr6	58397998	58399412	-	1415
ENSG00000214561	chr6	58446019	58447307	-	1289
ENSG00000223633	chr6	58488888	58489027	+	497
ENSG00000220030	chr6	61996403	61996816	-	414
ENSG00000221606	chr6	62056770	62056882	+	113
ENSG00000255633	chr6	62284008	62284534	+	527
ENSG00000250686	chr6	62340138	62340406	-	673
ENSG00000112232	chr6	62389865	62390965	-	2332
ENSG00000216859	chr6	63170845	63171408	-	564
ENSG00000217067	chr6	63257332	63257472	+	392
ENSG00000262566	chr6	63321058	63321232	-	175
ENSG00000216072	chr6	63393083	63393173	-	91
ENSG00000264410	chr6	63436740	63436829	-	90
ENSG00000266682	chr6	63692989	63693075	-	87
ENSG00000217477	chr6	63902977	63903535	-	559
ENSG00000198225	chr6	63921351	63922929	+	1579
ENSG00000219940	chr6	63937390	63937648	+	259
ENSG00000218520	chr6	63938992	63940015	-	1024
ENSG00000146166	chr6	63985856	63991125	-	5634
ENSG00000218617	chr6	64102127	64102511	+	385
ENSG00000218274	chr6	64104912	64106058	-	1548
ENSG00000218048	chr6	64150671	64150807	+	968
ENSG00000225121	chr6	64190039	64190485	+	548
ENSG00000112245	chr6	64231666	64231731	+	5796
ENSG00000213312	chr6	64258613	64259413	-	801
ENSG00000266680	chr6	64280910	64282313	-	1404
ENSG00000262651	chr6	64322666	64322808	-	143
ENSG00000213309	chr6	64325732	64326266	-	535
ENSG00000118482	chr6	64345725	64346055	+	10378
ENSG00000188107	chr6	64429876	64431693	-	17070
ENSG00000218813	chr6	64507082	64507924	+	843
ENSG00000236345	chr6	64516729	64516779	+	1454
ENSG00000219653	chr6	64567334	64567662	+	329
ENSG00000232120	chr6	65087688	65087825	+	525
ENSG00000217811	chr6	65341098	65341575	-	478
ENSG00000243828	chr6	65438730	65438951	-	1041
ENSG00000221312	chr6	65684286	65684385	+	100
ENSG00000256352	chr6	65720260	65720310	+	75
ENSG00000214558	chr6	66011354	66011543	+	3237
ENSG00000265187	chr6	66176897	66176982	-	86
ENSG00000220483	chr6	66498310	66499180	+	871
ENSG00000233859	chr6	66546823	66547947	-	1125
ENSG00000218890	chr6	66803324	66804802	-	1479
ENSG00000221281	chr6	67069318	67069392	+	75
ENSG00000270521	chr6	67420135	67420720	-	586
ENSG00000238949	chr6	67438736	67438797	-	62
ENSG00000266073	chr6	67859402	67859492	-	91
ENSG00000212229	chr6	67920301	67920373	-	73
ENSG00000271111	chr6	68166239	68167143	-	905
ENSG00000251965	chr6	68177124	68177201	-	78
ENSG00000201015	chr6	68256544	68256647	+	104
ENSG00000206672	chr6	68335249	68335357	+	109
ENSG00000227706	chr6	68597538	68598713	-	1605
ENSG00000270509	chr6	68643377	68644574	+	1198
ENSG00000223504	chr6	68765243	68765327	+	492
ENSG00000226497	chr6	68936864	68937184	-	674
ENSG00000266675	chr6	69203331	69203418	+	88
ENSG00000218834	chr6	69308096	69308285	-	190
ENSG00000230910	chr6	69339854	69340357	-	2948
ENSG00000135298	chr6	69345259	69345892	+	6579
ENSG00000265498	chr6	69924622	69924702	-	81
ENSG00000265362	chr6	70331265	70331364	+	100
ENSG00000168216	chr6	70385694	70386163	-	2402
ENSG00000219085	chr6	70415179	70416052	-	874
ENSG00000219881	chr6	70455763	70456743	+	981
ENSG00000082293	chr6	70576463	70576532	+	8333
ENSG00000216365	chr6	70808282	70808568	-	287
ENSG00000112280	chr6	70924764	70926784	-	7083
ENSG00000253809	chr6	70932461	70932541	+	254
ENSG00000237643	chr6	71104590	71104746	+	397
ENSG00000224349	chr6	71122531	71122765	-	349
ENSG00000082269	chr6	71122644	71122793	+	10589
ENSG00000238386	chr6	71222997	71223059	+	63
ENSG00000154079	chr6	71276620	71276707	+	1440
ENSG00000271967	chr6	71306141	71306683	+	543
ENSG00000232389	chr6	71317937	71319037	-	1101
ENSG00000218870	chr6	71373205	71373982	-	778
ENSG00000112305	chr6	71377479	71377844	+	4343
ENSG00000262803	chr6	71403542	71404322	+	781
ENSG00000217767	chr6	71444206	71444665	+	460
ENSG00000112309	chr6	71566382	71571452	-	6565
ENSG00000219669	chr6	71785267	71786078	+	812
ENSG00000221345	chr6	71836597	71836808	-	212
ENSG00000218350	chr6	71874779	71875473	+	695
ENSG00000207180	chr6	71892315	71892421	+	107
ENSG00000232295	chr6	71931160	71931257	-	4230
ENSG00000119900	chr6	71998506	71998873	+	9051
ENSG00000269966	chr6	72004876	72005050	-	732
ENSG00000230597	chr6	72038645	72038698	+	352
ENSG00000233237	chr6	72054047	72054396	-	3443
ENSG00000199094	chr6	72086663	72086734	-	72
ENSG00000207827	chr6	72113254	72113324	-	71
ENSG00000223765	chr6	72160537	72160609	+	452
ENSG00000212099	chr6	72248587	72248679	-	93
ENSG00000219575	chr6	72260661	72261346	-	686
ENSG00000218014	chr6	72294424	72295609	+	1186
ENSG00000211530	chr6	72294792	72294904	+	113
ENSG00000202069	chr6	72362177	72362314	-	138
ENSG00000079841	chr6	72596406	72596890	+	12800
ENSG00000264447	chr6	72936410	72936533	-	124
ENSG00000218732	chr6	73026302	73027139	-	838
ENSG00000217483	chr6	73232343	73232940	+	598
ENSG00000181514	chr6	73308179	73309362	-	1184
ENSG00000185760	chr6	73331520	73332315	+	7600
ENSG00000233844	chr6	73340223	73340319	+	563
ENSG00000266180	chr6	73677410	73677476	-	67
ENSG00000232422	chr6	73696036	73697473	+	1438
ENSG00000220515	chr6	73764820	73765580	+	761
ENSG00000229154	chr6	73844526	73844750	-	1101
ENSG00000234025	chr6	73867240	73867862	-	623
ENSG00000251360	chr6	73918806	73919005	-	508
ENSG00000243501	chr6	73919469	73919803	-	1636
ENSG00000256980	chr6	73933267	73933562	-	953
ENSG00000135314	chr6	73951037	73951451	-	3319
ENSG00000263378	chr6	73972731	73972807	+	77
ENSG00000229852	chr6	73972938	73973139	+	6660
ENSG00000239626	chr6	74000126	74000985	+	860
ENSG00000234882	chr6	74001685	74003000	+	1316
ENSG00000223389	chr6	74032560	74033173	+	614
ENSG00000226840	chr6	74037247	74037892	+	1168
ENSG00000203909	chr6	74062785	74063101	-	679
ENSG00000203908	chr6	74072400	74072621	+	1018
ENSG00000203907	chr6	74078278	74078586	-	1467
ENSG00000231332	chr6	74079427	74079808	+	463
ENSG00000235174	chr6	74082831	74082986	-	156
ENSG00000224221	chr6	74100761	74101490	-	730
ENSG00000238464	chr6	74103636	74103736	-	101
ENSG00000080007	chr6	74104471	74104878	+	2807
ENSG00000164430	chr6	74123238	74123744	-	4155
ENSG00000266346	chr6	74142707	74142807	+	101
ENSG00000135297	chr6	74171301	74172045	+	12071
ENSG00000207023	chr6	74173796	74173900	+	105
ENSG00000264609	chr6	74186781	74186865	+	85
ENSG00000271986	chr6	74197315	74197600	-	286
ENSG00000223821	chr6	74201748	74202062	-	370
ENSG00000156508	chr6	74225473	74227657	-	5944
ENSG00000229862	chr6	74233341	74233558	+	804
ENSG00000223967	chr6	74236467	74236602	-	136
ENSG00000119899	chr6	74303102	74304937	-	3604
ENSG00000218459	chr6	74328069	74328320	+	252
ENSG00000231652	chr6	74403626	74405298	-	1973
ENSG00000156535	chr6	74405508	74406012	+	9563
ENSG00000217268	chr6	74714236	74714528	-	293
ENSG00000223786	chr6	74779167	74779304	+	669
ENSG00000217178	chr6	74991982	74992376	+	395
ENSG00000272243	chr6	75239964	75240313	-	1264
ENSG00000218483	chr6	75320165	75320431	-	267
ENSG00000224583	chr6	75352100	75352265	+	441
ENSG00000264884	chr6	75429462	75429559	-	98
ENSG00000219736	chr6	75558793	75560200	-	1408
ENSG00000111799	chr6	75794042	75796273	-	12476
ENSG00000112695	chr6	75947391	75947704	-	1922
ENSG00000112697	chr6	75962640	75966011	-	5123
ENSG00000225793	chr6	75994730	75995025	+	1519
ENSG00000118407	chr6	76001575	76005666	-	8906
ENSG00000203489	chr6	76028817	76029696	-	880
ENSG00000237174	chr6	76066930	76067091	+	1506
ENSG00000221332	chr6	76108577	76108783	-	207
ENSG00000263533	chr6	76138123	76138189	+	67
ENSG00000238156	chr6	76164660	76164717	+	461
ENSG00000217680	chr6	76174839	76175286	+	448
ENSG00000201291	chr6	76183454	76183610	-	157
ENSG00000219722	chr6	76209421	76209852	+	432
ENSG00000220730	chr6	76295838	76296177	+	340
ENSG00000252137	chr6	76302771	76302861	+	91
ENSG00000112701	chr6	76311225	76312292	+	11417
ENSG00000217488	chr6	76320674	76321661	-	988
ENSG00000252498	chr6	76353800	76353893	+	94
ENSG00000200091	chr6	76364686	76365015	-	330
ENSG00000196586	chr6	76458909	76459140	+	8785
ENSG00000252156	chr6	76477776	76477875	-	100
ENSG00000223169	chr6	76574956	76575052	-	97
ENSG00000239132	chr6	76575681	76575783	+	103
ENSG00000112706	chr6	76630832	76631883	-	6156
ENSG00000200040	chr6	76638230	76638342	+	113
ENSG00000222652	chr6	76802551	76802657	+	107
ENSG00000238697	chr6	77156705	77156806	-	102
ENSG00000236635	chr6	77232168	77232521	-	570
ENSG00000272445	chr6	77267370	77267471	-	102
ENSG00000231762	chr6	77370203	77372487	+	2285
ENSG00000271945	chr6	77484700	77484792	+	786
ENSG00000135312	chr6	78171948	78173490	-	1543
ENSG00000219253	chr6	78205836	78206388	+	553
ENSG00000269964	chr6	78400375	78400620	+	4800
ENSG00000252932	chr6	78646918	78646988	+	71
ENSG00000230309	chr6	79314184	79314288	-	387
ENSG00000229495	chr6	79519432	79521881	-	2632
ENSG00000146243	chr6	79577189	79577608	+	7542
ENSG00000146247	chr6	79645584	79651047	-	13252
ENSG00000251969	chr6	79671213	79671289	-	77
ENSG00000217512	chr6	79777409	79777855	-	447
ENSG00000118418	chr6	79910962	79911443	-	872
ENSG00000270362	chr6	79943435	79943644	+	2946
ENSG00000220154	chr6	79987822	79988144	-	323
ENSG00000201464	chr6	80011680	80011783	-	104
ENSG00000217786	chr6	80036285	80036924	-	640
ENSG00000218029	chr6	80064160	80064430	-	271
ENSG00000262048	chr6	80115957	80116491	-	535
ENSG00000231533	chr6	80130014	80130121	+	474
ENSG00000218748	chr6	80146625	80146884	-	260
ENSG00000135338	chr6	80194708	80198933	-	5964
ENSG00000261970	chr6	80262511	80262877	+	367
ENSG00000272137	chr6	80270849	80271319	+	471
ENSG00000198478	chr6	80341000	80341223	+	4649
ENSG00000235357	chr6	80513300	80513615	-	481
ENSG00000221470	chr6	80536510	80536602	-	93
ENSG00000220918	chr6	80564401	80565349	+	949
ENSG00000233835	chr6	80581590	80581603	+	325
ENSG00000118402	chr6	80624529	80626600	-	3042
ENSG00000218582	chr6	80662722	80663728	-	1007
ENSG00000220311	chr6	80673932	80674236	+	305
ENSG00000112742	chr6	80713604	80714548	+	4579
ENSG00000218418	chr6	80774003	80779916	-	5914
ENSG00000217377	chr6	80787446	80788079	-	634
ENSG00000083123	chr6	80816364	80816606	+	4102
ENSG00000272129	chr6	81065141	81066576	+	1436
ENSG00000219547	chr6	81083732	81084286	-	555
ENSG00000233967	chr6	81153061	81153255	+	935
